product_id,outsourcing_order_id,outsourcing_quantity,quantity_stock_in,delivery_real_
2168,1348,2.000000,2.0000000000,2022-11-29
2196,1348,11.000000,11.0000000000,2022-11-29
398,1348,14.000000,14.0000000000,2022-11-29
8519,1347,85.000000,85.0000000000,2022-11-30
8343,1347,85.000000,,
7247,1346,155.000000,155.0000000000,2022-12-02
8506,1346,190.000000,190.0000000000,2022-12-06
8505,1346,190.000000,,
11415,1345,70.000000,70.0000000000,2022-12-02
8439,1344,24.000000,24.0000000000,2022-11-29
8440,1344,21.000000,21.0000000000,2022-11-29
9926,1343,2900.000000,,
7823,1343,3700.000000,,
6952,1343,1900.000000,1900.0000000000,2022-12-02
6991,1343,2500.000000,2500.0000000000,2022-12-02
10685,1342,165.000000,156.0000000000,2022-12-02
10297,1342,220.000000,220.0000000000,2022-11-28
10296,1342,220.000000,,
139,1341,7.500000,7.5000000000,2022-11-29
86,1341,3.500000,3.5000000000,2022-11-29
9204,1341,55.000000,55.0000000000,2022-11-29
133,1341,3.500000,3.5000000000,2022-11-29
8577,1340,235.000000,,
8576,1340,235.000000,,
11011,1339,85.000000,54.0000000000,2022-12-06
11090,1339,85.000000,,
8380,1338,500.000000,500.0000000000,2022-12-03
8379,1338,500.000000,,
9052,1338,300.000000,300.0000000000,2022-11-30
9050,1338,300.000000,,
8382,1338,500.000000,,
8381,1338,500.000000,,
9224,1337,20.000000,20.0000000000,2022-11-29
9228,1337,10.000000,10.0000000000,2022-11-29
1236,1337,9.500000,3.5000000000,2022-11-29
1236,1337,9.500000,6.0000000000,2022-11-29
1238,1337,23.000000,12.0000000000,2022-11-29
1238,1337,23.000000,11.0000000000,2022-11-29
1308,1337,9.500000,3.5000000000,2022-11-29
1308,1337,9.500000,6.0000000000,2022-11-29
1310,1337,501.600000,58.0000000000,2022-11-29
1310,1337,501.600000,443.6000000000,2022-11-29
10705,1337,7.000000,7.0000000000,2022-11-29
10503,1337,39.000000,39.0000000000,2022-11-29
10830,1337,7.000000,7.0000000000,2022-11-29
10706,1337,5.000000,5.0000000000,2022-11-29
10504,1337,15.000000,15.0000000000,2022-11-29
10833,1337,7.000000,7.0000000000,2022-11-29
1261,1337,4.000000,4.0000000000,2022-11-29
1262,1337,10.000000,10.0000000000,2022-11-29
10154,1337,5.000000,5.0000000000,2022-11-29
1243,1337,13.000000,13.0000000000,2022-11-29
10831,1337,6.000000,6.0000000000,2022-11-29
10150,1337,10.000000,10.0000000000,2022-11-29
8662,1337,6.000000,6.0000000000,2022-11-29
1241,1337,10.000000,10.0000000000,2022-11-29
1141,1337,6.000000,6.0000000000,2022-11-29
10505,1337,25.000000,25.0000000000,2022-11-29
10151,1337,7.000000,7.0000000000,2022-11-29
1286,1337,5.000000,5.0000000000,2022-11-29
1287,1337,39.000000,39.0000000000,2022-11-29
10502,1337,10.000000,10.0000000000,2022-11-29
11129,1337,4.000000,4.0000000000,2022-11-29
10834,1337,19.000000,19.0000000000,2022-11-29
11416,1337,5.000000,5.0000000000,2022-11-29
10482,1337,5.000000,5.0000000000,2022-11-29
10172,1336,85.000000,,
10171,1336,85.000000,,
10173,1336,170.000000,157.5000000000,2022-12-06
1312,1335,62.000000,20.0000000000,2022-11-26
1312,1335,62.000000,20.0000000000,2022-11-26
1312,1335,62.000000,20.0000000000,2022-11-29
9663,1335,4.500000,4.0000000000,2022-11-26
1061,1335,1.500000,1.0000000000,2022-11-26
6691,1335,12.000000,11.0000000000,2022-11-29
1810,1335,9.500000,9.0000000000,2022-11-29
8434,1335,13.000000,13.0000000000,2022-11-29
2334,1335,7.000000,4.0000000000,2022-11-29
2334,1335,7.000000,2.0000000000,2022-12-05
11381,1334,20.000000,20.0000000000,2022-11-24
1744,1333,5.000000,5.0000000000,2022-11-26
1746,1333,5.000000,5.0000000000,2022-11-26
1783,1333,7.000000,7.0000000000,2022-11-26
1999,1333,14.000000,14.0000000000,2022-11-26
410,1333,3.500000,3.5000000000,2022-11-26
411,1333,18.000000,18.0000000000,2022-11-26
458,1332,23.000000,23.0000000000,2022-11-26
11380,1332,17.000000,17.0000000000,2022-11-26
11348,1332,3.000000,3.0000000000,2022-11-26
11320,1331,130.000000,130.0000000000,2022-11-24
11319,1331,130.000000,,
9008,1330,2652.000000,663.0000000000,2022-12-03
9008,1330,2652.000000,1989.0000000000,2022-12-03
1502,1329,45.000000,42.0000000000,2022-11-26
6963,1328,165.000000,,
11219,1327,17.000000,17.0000000000,2022-11-26
10884,1327,28.000000,28.0000000000,2022-11-26
8573,1327,17.000000,17.0000000000,2022-11-26
1717,1327,28.000000,28.0000000000,2022-11-26
11220,1327,17.000000,17.0000000000,2022-11-26
8442,1327,18.000000,18.0000000000,2022-11-26
8965,1327,2.000000,,
1811,1327,18.000000,18.0000000000,2022-11-26
8600,1327,26.000000,26.0000000000,2022-11-26
7326,1326,160.000000,144.0000000000,2022-11-30
9110,1326,85.000000,69.0000000000,2022-11-24
9109,1326,85.000000,,
6940,1325,160.000000,160.0000000000,2022-11-30
8515,1325,80.000000,60.0000000000,2022-11-24
8339,1325,80.000000,,
7240,1324,340.000000,340.0000000000,2022-11-26
7240,1323,170.000000,,
7300,1322,350.000000,350.0000000000,2022-11-26
8355,1321,80.000000,75.0000000000,2022-11-26
8334,1321,80.000000,,
9008,1320,1500.000000,272.0000000000,2022-11-24
9008,1320,1500.000000,584.0000000000,2022-12-02
9008,1320,1500.000000,322.0000000000,2022-12-06
9008,1320,1500.000000,322.0000000000,2022-12-06
9005,1320,252.000000,252.0000000000,2022-12-02
10587,1319,14.500000,1.5000000000,2022-11-24
10587,1319,14.500000,12.0000000000,2022-11-24
9723,1319,72.000000,25.0000000000,2022-11-24
9723,1319,72.000000,26.0000000000,2022-11-25
9723,1319,72.000000,26.0000000000,2022-11-25
7312,1318,250.000000,224.0000000000,2022-11-21
8922,1317,500.000000,500.0000000000,2022-11-28
8467,1317,500.000000,,
10271,1316,620.000000,620.0000000000,2022-11-28
10270,1316,620.000000,,
10280,1315,365.000000,344.0000000000,2022-11-28
10279,1315,365.000000,,
10668,1314,14.000000,14.0000000000,2022-11-26
10669,1314,60.000000,32.0000000000,2022-11-24
10669,1314,60.000000,28.0000000000,2022-11-24
2029,1314,14.000000,14.0000000000,2022-11-24
1729,1314,3.000000,3.0000000000,2022-11-24
2333,1314,4.000000,4.0000000000,2022-11-26
9717,1314,3.500000,3.5000000000,2022-11-24
9605,1314,7.000000,7.0000000000,2022-11-24
10169,1314,4.000000,4.0000000000,2022-11-24
10756,1314,12.000000,12.0000000000,2022-11-24
1744,1314,5.000000,5.0000000000,2022-11-26
1746,1314,11.000000,11.0000000000,2022-11-24
7700,1313,2100.000000,2100.0000000000,2022-11-30
6921,1313,15250.000000,2304.0000000000,2022-11-30
6921,1313,15250.000000,7472.0000000000,2022-12-06
7287,1312,1005.000000,,
7286,1312,525.000000,525.0000000000,2022-12-02
7708,1312,455.000000,,
9241,1312,235.000000,235.0000000000,2022-12-02
6993,1312,605.000000,605.0000000000,2022-12-02
6893,1312,275.000000,275.0000000000,2022-12-02
7268,1312,3550.000000,3340.0000000000,2022-12-02
7269,1312,1600.000000,1600.0000000000,2022-12-02
7287,1311,505.000000,,
7286,1311,265.000000,265.0000000000,2022-12-02
9968,1311,555.000000,,
7259,1311,290.000000,290.0000000000,2022-12-02
7708,1311,555.000000,,
9241,1311,290.000000,290.0000000000,2022-12-02
6993,1311,305.000000,305.0000000000,2022-12-02
6893,1311,335.000000,335.0000000000,2022-12-02
6996,1311,335.000000,335.0000000000,2022-12-02
7268,1311,1800.000000,1800.0000000000,2022-12-02
7269,1311,2000.000000,2000.0000000000,2022-12-02
7327,1311,2000.000000,2000.0000000000,2022-12-02
7287,1310,505.000000,,
7286,1310,265.000000,,
9968,1310,555.000000,,
7259,1310,288.000000,,
7708,1310,555.000000,,
9241,1310,290.000000,,
6993,1310,305.000000,,
6893,1310,335.000000,,
6996,1310,332.000000,,
6896,1310,1800.000000,,
6892,1310,2000.000000,,
6870,1310,2000.000000,,
9052,1309,1600.000000,1600.0000000000,2022-11-26
9050,1309,1600.000000,,
8380,1309,100.000000,250.0000000000,2022-11-26
8379,1309,100.000000,,
8382,1309,3500.000000,2509.0000000000,2022-11-26
8382,1309,3500.000000,500.0000000000,2022-11-28
8381,1309,3500.000000,,
7758,1308,570.000000,570.0000000000,2022-11-23
8490,1308,635.000000,635.0000000000,2022-11-24
8489,1308,635.000000,,
8522,1307,350.000000,350.0000000000,2022-11-26
8376,1307,350.000000,,
8520,1306,80.000000,65.0000000000,2022-11-26
8344,1306,80.000000,,
11341,1305,185.000000,172.0000000000,2022-11-24
11340,1305,185.000000,,
1327,1304,101.000000,101.0000000000,2022-11-24
1328,1304,357.000000,357.0000000000,2022-11-24
1215,1304,203.000000,203.0000000000,2022-11-24
1324,1304,128.500000,128.5000000000,2022-11-24
1325,1304,458.000000,458.0000000000,2022-11-24
1128,1304,258.000000,258.0000000000,2022-11-24
11066,1303,60.000000,56.0000000000,2022-11-24
11065,1303,60.000000,,
11372,1302,5.000000,5.0000000000,2022-11-22
84,1302,20.000000,20.0000000000,2022-11-22
9008,1301,2715.000000,442.0000000000,2022-11-24
9008,1301,2715.000000,1725.0000000000,2022-11-24
9008,1301,2715.000000,378.0000000000,2022-11-24
9008,1301,2715.000000,170.0000000000,2022-12-02
1061,1300,1.000000,,
1066,1300,37.000000,35.0000000000,2022-11-26
1065,1300,8.500000,7.5000000000,2022-11-26
6691,1300,12.000000,11.0000000000,2022-11-26
1502,1300,22.000000,21.0000000000,2022-11-26
11371,1300,6.000000,2.0000000000,2022-11-26
11371,1300,6.000000,3.0000000000,2022-11-26
8490,1299,685.000000,489.0000000000,2022-11-19
8490,1299,685.000000,196.0000000000,2022-11-24
8489,1299,685.000000,,
8413,1298,36.000000,,
8434,1298,51.000000,26.0000000000,2022-11-30
8434,1298,51.000000,24.0000000000,2022-11-30
7247,1297,350.000000,350.0000000000,2022-11-26
8661,1297,700.000000,700.0000000000,2022-11-30
8506,1297,415.000000,415.0000000000,2022-11-30
8505,1297,415.000000,,
7247,1296,320.000000,320.0000000000,2022-11-26
8661,1296,740.000000,708.0000000000,2022-11-30
8506,1296,380.000000,,
8505,1296,380.000000,,
9940,1295,3140.000000,3140.0000000000,2022-12-02
9939,1294,3130.000000,3130.0000000000,2022-12-02
9356,1293,400.000000,348.0000000000,2022-11-26
10229,1293,225.000000,225.0000000000,2022-11-24
10228,1293,225.000000,,
9356,1292,400.000000,400.0000000000,2022-11-26
10229,1292,235.000000,235.0000000000,2022-11-24
10228,1292,235.000000,,
8513,1291,185.000000,172.0000000000,2022-11-26
8337,1291,185.000000,,
8517,1290,80.000000,63.0000000000,2022-11-24
8341,1290,80.000000,,
1286,1289,3.500000,3.5000000000,2022-11-21
1288,1289,10.000000,10.0000000000,2022-11-21
10498,1289,3.500000,3.5000000000,2022-11-21
408,1289,10.000000,10.0000000000,2022-11-21
10036,1289,87.000000,87.0000000000,2022-11-21
1786,1289,76.000000,76.0000000000,2022-11-21
1790,1289,82.000000,42.0000000000,2022-11-21
1790,1289,82.000000,40.0000000000,2022-11-21
91,1289,7.000000,7.0000000000,2022-11-21
7758,1288,530.000000,530.0000000000,2022-11-26
8490,1288,320.000000,320.0000000000,2022-11-24
8489,1288,320.000000,,
7758,1287,530.000000,530.0000000000,2022-11-23
8490,1287,320.000000,320.0000000000,2022-11-24
8489,1287,320.000000,,
9356,1286,530.000000,530.0000000000,2022-11-23
10229,1286,635.000000,635.0000000000,2022-11-24
10228,1286,635.000000,,
7734,1285,400.000000,384.0000000000,2022-11-23
10285,1285,470.000000,470.0000000000,2022-11-28
10284,1285,470.000000,,
7734,1284,400.000000,,
10285,1284,500.000000,,
10284,1284,500.000000,,
7296,1283,425.000000,416.0000000000,2022-11-23
10229,1283,530.000000,461.0000000000,2022-11-26
10228,1283,530.000000,,
1065,1282,5.500000,5.0000000000,2022-11-21
1066,1282,8.500000,4.0000000000,2022-11-21
1066,1282,8.500000,4.0000000000,2022-11-25
11316,1281,85.000000,,
11066,1280,60.000000,,
11065,1280,60.000000,,
10121,1279,67.000000,30.0000000000,2022-11-19
10121,1279,67.000000,35.6000000000,2022-11-19
9054,1279,15.000000,15.0000000000,2022-11-19
317,1279,84.000000,84.0000000000,2022-11-19
86,1279,3.500000,3.5000000000,2022-11-19
417,1279,3.500000,3.5000000000,2022-11-19
418,1279,10.000000,10.0000000000,2022-11-19
11338,1278,180.000000,163.0000000000,2022-11-23
11337,1278,185.000000,,
11328,1277,180.000000,,
11327,1277,185.000000,,
11328,1276,185.000000,138.0000000000,2022-11-23
11327,1276,185.000000,,
11325,1275,185.000000,138.0000000000,2022-11-23
11324,1275,185.000000,,
11331,1274,185.000000,178.0000000000,2022-11-23
11330,1274,185.000000,,
8519,1273,185.000000,185.0000000000,2022-11-23
8343,1273,185.000000,,
8605,1272,170.000000,145.0000000000,2022-11-23
8377,1272,85.000000,72.0000000000,2022-11-23
8373,1272,85.000000,,
8954,1271,80.000000,60.0000000000,2022-11-24
8953,1271,80.000000,,
9008,1270,320.000000,320.0000000000,2022-11-21
9028,1270,312.000000,312.0000000000,2022-11-18
8354,1269,400.000000,396.0000000000,2022-11-19
8333,1269,400.000000,,
10667,1268,13.000000,12.0000000000,2022-11-18
9723,1268,62.000000,19.0000000000,2022-11-19
9723,1268,62.000000,18.0000000000,2022-11-22
9723,1268,62.000000,18.0000000000,2022-11-23
10667,1267,13.000000,,
9723,1267,62.000000,,
9938,1266,97.000000,97.0000000000,2022-11-18
1649,1266,97.000000,97.0000000000,2022-11-17
618,1266,203.000000,203.0000000000,2022-11-21
620,1266,733.000000,735.6000000000,2022-11-17
611,1266,543.000000,540.5000000000,2022-11-17
2169,1265,3.500000,3.5000000000,2022-11-18
372,1265,3.500000,3.5000000000,2022-11-17
373,1265,10.000000,10.0000000000,2022-11-18
8966,1265,43.000000,43.0000000000,2022-11-17
8447,1265,101.000000,101.0000000000,2022-11-18
1766,1265,67.000000,34.0000000000,2022-11-18
1766,1265,67.000000,33.0000000000,2022-11-18
8913,1265,31.000000,31.0000000000,2022-11-18
8914,1265,72.000000,31.0000000000,2022-11-17
8914,1265,72.000000,40.0000000000,2022-11-18
10227,1265,48.000000,24.0000000000,2022-11-18
10227,1265,48.000000,24.0000000000,2022-11-18
2337,1265,26.000000,26.0000000000,2022-11-18
11348,1265,7.500000,7.5000000000,2022-11-18
11336,1265,42.000000,42.0000000000,2022-11-17
8986,1265,7.500000,7.5000000000,2022-11-17
406,1265,42.000000,42.0000000000,2022-11-18
399,1265,7.500000,7.5000000000,2022-11-17
11339,1265,42.000000,42.0000000000,2022-11-17
7758,1264,50.000000,34.0000000000,2022-11-18
7758,1264,50.000000,16.0000000000,2022-11-23
11165,1264,50.000000,50.0000000000,2022-11-23
8490,1264,42.000000,42.0000000000,2022-11-19
8489,1264,42.000000,,
9147,1263,50.000000,44.0000000000,2022-11-18
11165,1263,50.000000,50.0000000000,2022-11-23
10285,1263,40.000000,40.0000000000,2022-11-19
10284,1263,42.000000,,
7763,1262,50.000000,37.5000000000,2022-11-18
11165,1262,50.000000,44.0000000000,2022-11-23
8575,1261,40.000000,40.0000000000,2022-11-28
8574,1261,40.000000,,
7738,1260,460.000000,,
8932,1260,540.000000,540.0000000000,2022-11-26
8931,1260,540.000000,,
7763,1259,400.000000,400.0000000000,2022-11-23
8575,1259,470.000000,470.0000000000,2022-11-28
8574,1259,470.000000,,
11318,1258,680.000000,310.0000000000,2022-11-23
11318,1258,680.000000,370.0000000000,2022-11-28
8421,1258,680.000000,,
7329,1257,170.000000,170.0000000000,2022-11-23
8521,1257,80.000000,65.0000000000,2022-11-26
8345,1257,80.000000,,
9008,1256,2925.000000,400.0000000000,2022-11-18
9008,1256,2925.000000,800.0000000000,2022-11-18
9008,1256,2925.000000,721.0000000000,2022-11-22
9008,1256,2925.000000,502.0000000000,2022-11-22
9008,1256,2925.000000,502.0000000000,2022-11-22
9028,1256,161.000000,161.0000000000,2022-12-03
11244,1255,7050.000000,7050.0000000000,2022-11-18
11243,1255,7050.000000,,
11224,1254,5550.000000,5550.0000000000,2022-11-18
11223,1254,5550.000000,,
8508,1253,33200.000000,11000.0000000000,2022-11-16
8508,1253,33200.000000,5330.0000000000,2022-11-18
8508,1253,33200.000000,2808.0000000000,2022-11-19
8508,1253,33200.000000,4800.0000000000,2022-11-23
8508,1253,33200.000000,3772.0000000000,2022-11-26
11130,1252,90.000000,90.0000000000,2022-11-23
7758,1251,400.000000,400.0000000000,2022-11-23
8490,1251,470.000000,393.0000000000,2022-11-16
8489,1251,470.000000,,
9020,1250,1607.000000,1607.0000000000,2022-11-22
9008,1250,2727.000000,400.0000000000,2022-11-18
9008,1250,2727.000000,1200.0000000000,2022-11-18
9008,1250,2727.000000,803.0000000000,2022-11-24
9008,1250,2727.000000,324.0000000000,2022-12-02
9028,1250,241.000000,241.0000000000,2022-12-02
10498,1249,7.500000,7.5000000000,2022-11-17
11326,1249,42.000000,42.0000000000,2022-11-16
11343,1249,7.500000,7.5000000000,2022-11-16
11323,1249,42.000000,42.0000000000,2022-11-16
11344,1249,7.500000,7.5000000000,2022-11-16
11329,1249,42.000000,42.0000000000,2022-11-16
410,1249,7.500000,7.5000000000,2022-11-16
411,1249,42.000000,42.0000000000,2022-11-16
1054,1249,4.000000,4.0000000000,2022-11-16
1059,1249,12.000000,12.0000000000,2022-11-16
8837,1249,2.500000,2.5000000000,2022-11-16
2196,1249,53.000000,53.0000000000,2022-11-16
6863,1248,2500.000000,1700.0000000000,2022-11-14
6863,1248,2500.000000,800.0000000000,2022-11-16
10729,1247,290.000000,272.0000000000,2022-11-24
10724,1247,290.000000,272.0000000000,2022-11-24
10725,1247,290.000000,290.0000000000,2022-11-24
8463,1246,145.000000,145.0000000000,2022-11-30
8462,1246,145.000000,,
8348,1245,80.000000,69.0000000000,2022-11-23
8327,1245,80.000000,,
8677,1244,43.000000,40.0000000000,2022-11-26
1810,1244,70.000000,4.0000000000,2022-11-17
1810,1244,70.000000,44.0000000000,2022-11-22
1810,1244,70.000000,17.0000000000,2022-11-24
8434,1244,258.000000,4.0000000000,2022-11-17
8434,1244,258.000000,46.0000000000,2022-11-25
8434,1244,258.000000,15.0000000000,2022-11-25
8434,1244,258.000000,9.0000000000,2022-11-25
8434,1244,258.000000,20.0000000000,2022-11-25
8434,1244,258.000000,8.0000000000,2022-11-25
8434,1244,258.000000,63.0000000000,2022-11-26
8434,1244,258.000000,17.0000000000,2022-11-26
8434,1244,258.000000,36.0000000000,2022-11-29
10587,1244,92.000000,14.0000000000,2022-11-19
10587,1244,92.000000,59.0000000000,2022-11-19
10587,1244,92.000000,15.0000000000,2022-11-19
10667,1244,140.000000,28.0000000000,2022-11-18
10667,1244,140.000000,78.0000000000,2022-11-18
10667,1244,140.000000,2.0000000000,2022-11-25
10667,1244,140.000000,29.0000000000,2022-11-25
9202,1244,92.000000,88.0000000000,2022-11-25
9202,1244,92.000000,2.0000000000,2022-11-26
10841,1244,11.000000,10.0000000000,2022-11-22
1061,1244,29.000000,3.0000000000,2022-11-17
1061,1244,29.000000,2.0000000000,2022-11-22
1061,1244,29.000000,10.5000000000,2022-11-25
