product_id,material_offset_id,order_id,total_quota,req_mat_offset_status
5907,165,350,5.000000,approval
5867,165,350,5.000000,approval
7544,165,350,5.000000,approval
7809,165,350,5.000000,approval
6594,165,350,5.000000,approval
6587,165,350,5.000000,approval
6590,165,350,10.000000,approval
7820,165,350,5.000000,approval
6738,165,350,0.198500,approval
6199,165,350,5.000000,approval
6828,165,350,0.225000,approval
6796,165,350,0.033500,approval
7804,166,349,0.500000,approval
7946,166,349,0.220000,approval
1537,166,349,0.635000,approval
7960,166,349,2.250000,approval
7946,166,349,0.040000,approval
3817,166,349,0.250000,approval
2490,166,349,5.000000,approval
3839,166,349,0.900000,approval
8290,166,349,5.000000,approval
3709,166,349,5.000000,approval
2515,166,349,5.000000,approval
7817,166,349,0.075000,approval
5948,166,349,0.015000,approval
3965,166,349,7.250000,approval
3968,166,349,5.000000,approval
3983,166,349,0.035000,approval
5516,166,349,5.000000,approval
5582,166,349,5.000000,approval
5594,166,349,5.000000,approval
5461,166,349,5.000000,approval
7814,166,349,5.000000,approval
5932,166,349,5.000000,approval
5907,166,349,5.000000,approval
5867,166,349,5.000000,approval
7544,166,349,5.000000,approval
7809,166,349,5.000000,approval
6594,166,349,5.000000,approval
6587,166,349,5.000000,approval
6590,166,349,5.000000,approval
8050,166,349,0.198500,approval
6199,166,349,5.000000,approval
6828,166,349,0.225000,approval
6796,166,349,0.033500,approval
7820,166,349,5.000000,approval
1030,167,90,5.500000,approval
1023,167,92,4.500000,approval
9108,169,272,0.770000,approval
611,169,272,0.075000,approval
7812,169,272,0.635000,approval
7730,169,272,1.500000,approval
2518,169,272,5.000000,approval
3863,169,272,0.300000,approval
3820,169,272,1.050000,approval
3817,169,272,0.500000,approval
6197,169,272,0.090000,approval
3841,169,272,15.000000,approval
3844,169,272,5.000000,approval
5516,169,272,5.000000,approval
4067,169,272,1.050000,approval
9090,169,272,0.075000,approval
3659,169,272,0.005000,approval
7814,169,272,5.000000,approval
5421,169,272,5.000000,approval
5514,169,272,5.000000,approval
5589,169,272,5.000000,approval
5933,169,272,5.000000,approval
5907,169,272,5.000000,approval
7809,169,272,5.000000,approval
5909,169,272,5.000000,approval
5897,169,272,5.000000,approval
6590,169,272,5.000000,approval
6594,169,272,5.000000,approval
8050,169,272,0.300000,approval
6587,169,272,0.400000,approval
8051,169,272,0.050000,approval
9351,170,162,886.000000,approval
9352,171,164,695.000000,approval
9353,171,534,921.000000,approval
1656,172,273,0.770000,approval
7730,172,273,1.500000,approval
611,172,273,0.075000,approval
7812,172,273,0.635000,approval
2518,172,273,5.000000,approval
3863,172,273,0.300000,approval
3820,172,273,1.050000,approval
3817,172,273,0.500000,approval
6197,172,273,0.090000,approval
3841,172,273,15.000000,approval
3844,172,273,5.000000,approval
5516,172,273,5.000000,approval
4067,172,273,1.050000,approval
7814,172,273,5.000000,approval
5421,172,273,5.000000,approval
5514,172,273,5.000000,approval
5589,172,273,5.000000,approval
9091,172,273,0.075000,approval
3659,172,273,0.005000,approval
5933,172,273,5.000000,approval
5907,172,273,5.000000,approval
7809,172,273,5.000000,approval
5909,172,273,5.000000,approval
5897,172,273,5.000000,approval
6590,172,273,5.000000,approval
6594,172,273,5.000000,approval
8050,172,273,0.300000,approval
6587,172,273,0.400000,approval
8051,172,273,0.050000,approval
9108,173,267,0.976500,approval
7812,173,267,0.668000,approval
8647,173,267,2.975000,approval
3717,173,267,1.500000,approval
4067,173,267,1.300000,approval
3924,173,267,0.350000,approval
2501,173,267,5.000000,approval
2507,173,267,5.000000,approval
7827,173,267,10.000000,approval
7643,173,267,5.000000,approval
9090,173,267,0.050000,approval
3655,173,267,0.041000,approval
3657,173,267,0.050000,approval
5589,173,267,5.000000,approval
5532,173,267,5.000000,approval
5421,173,267,5.000000,approval
7814,173,267,5.000000,approval
5434,173,267,5.000000,approval
5933,173,267,5.000000,approval
5907,173,267,5.000000,approval
5897,173,267,5.000000,approval
5909,173,267,5.000000,approval
7809,173,267,5.000000,approval
6590,173,267,5.000000,approval
6594,173,267,5.000000,approval
6587,173,267,0.400000,approval
8050,173,267,0.200000,approval
6828,173,267,0.200000,approval
6796,173,267,0.033500,approval
401,174,139,1.000000,approval
3675,175,483,1.000000,approval
9201,176,623,8.500000,approval
4412,176,623,32.000000,approval
9201,177,624,19.500000,approval
4412,177,624,72.000000,approval
9038,178,625,53.300000,approval
4412,178,625,52.000000,approval
2144,179,115,5.500000,approval
7517,180,286,1.200000,approval
7517,180,279,1.200000,approval
7517,180,216,4.600000,approval
7517,180,228,15.500000,approval
7517,180,220,3.900000,approval
7517,180,224,4.500000,approval
7907,181,507,103.000000,approval
3531,181,507,7.000000,approval
8582,182,624,71.000000,approval
8582,183,625,51.000000,approval
8866,183,625,51.000000,approval
3668,185,762,2.000000,approval
4441,186,310,1005.000000,approval
3450,187,639,1.000000,approval
9192,188,639,1.600000,approval
9192,189,637,1.600000,approval
9192,190,638,1.600000,approval
8277,191,280,201.000000,approval
8277,191,287,151.000000,approval
6806,193,774,20.000000,approval
8065,194,192,2.000000,approval
7820,195,272,137.000000,approval
7820,196,267,149.000000,approval
7820,197,273,132.000000,approval
7820,198,268,132.000000,approval
2073,199,316,28.000000,approval
6587,200,199,800.000000,approval
82,201,802,2.900000,approval
5432,202,351,132.000000,approval
5432,203,352,137.000000,approval
8904,204,216,201.000000,approval
9423,204,49,52.000000,approval
8694,204,49,52.000000,approval
7566,205,199,361.000000,approval
7932,206,280,205.000000,approval
7932,206,287,155.000000,approval
8959,207,351,132.000000,approval
8959,208,352,137.000000,approval
8959,209,350,132.000000,approval
8959,210,349,141.000000,approval
8959,211,273,132.000000,approval
8959,212,267,149.000000,approval
8959,213,268,132.000000,approval
8959,214,272,137.000000,approval
4039,215,579,39.000000,approval
4039,216,652,167.000000,approval
4432,217,320,605.000000,approval
4039,218,652,61.000000,approval
4039,219,651,31.400000,approval
4039,220,631,26.700000,approval
4039,221,630,21.100000,approval
4039,222,629,26.700000,approval
6715,223,257,22.300000,approval
6715,224,491,11.630000,approval
6715,224,491,11.150000,approval
9355,225,798,2.000000,approval
8916,226,609,500.000000,approval
6587,226,609,10.000000,approval
5948,227,610,0.490000,approval
8916,227,610,300.000000,approval
6587,227,610,6.000000,approval
5948,228,611,0.490000,approval
8916,228,611,300.000000,approval
6587,228,611,6.000000,approval
7508,229,618,4.010000,approval
102,229,618,1.930000,approval
3342,229,618,1.030000,approval
9445,230,656,101.000000,approval
3351,231,442,10.000000,approval
9445,232,659,154.300000,approval
9445,233,658,194.500000,approval
9445,234,657,196.500000,approval
3894,235,383,550.000000,approval
8848,236,479,2.000000,approval
9023,237,479,55.000000,approval
9023,237,479,52.500000,approval
9023,237,479,52.500000,approval
6788,238,634,0.500000,approval
6788,239,441,0.300000,approval
6788,239,439,0.300000,approval
6788,239,440,0.300000,approval
3634,240,525,2.000000,approval
3423,240,513,3.000000,approval
6861,241,497,362.600000,approval
2562,242,419,305.000000,approval
2562,242,418,305.000000,approval
2562,242,425,305.000000,approval
2562,242,424,305.000000,approval
2562,242,422,205.000000,approval
2562,242,421,305.000000,approval
