request_id,req_stockout_code,req_stockout_status,is_complete_req
1418,15102022-1418,completed,0
1419,15102022-1419,completed,0
1421,15102022-1421,completed,0
1422,15102022-1422,completed,0
1423,15102022-1423,completed,0
1424,15102022-1424,completed,0
1425,17102022-1425,completed,0
1427,17102022-1427,completed,0
1428,17102022-1428,completed,0
1429,17102022-1429,completed,0
1431,17102022-1431,completed,0
1432,17102022-1432,completed,0
1433,17102022-1433,completed,0
1434,17102022-1434,completed,0
1435,17102022-1435,completed,0
1436,17102022-1436,completed,0
1438,17102022-1438,completed,0
1439,17102022-1439,completed,0
1442,18102022-1442,completed,0
1444,18102022-1444,completed,0
1445,18102022-1445,completed,0
1446,18102022-1446,completed,0
1447,18102022-1447,completed,0
1450,18102022-1450,completed,0
1452,18102022-1452,completed,0
1453,18102022-1453,completed,0
1455,19102022-1455,completed,0
1456,19102022-1456,completed,0
1457,19102022-1457,completed,0
1458,19102022-1458,completed,0
1459,19102022-1459,completed,0
1460,19102022-1460,completed,0
1461,19102022-1461,completed,0
1463,19102022-1463,completed,0
1464,19102022-1464,completed,0
1465,20102022-1465,completed,0
1466,20102022-1466,completed,0
1467,20102022-1467,completed,0
1468,20102022-1468,completed,0
1469,20102022-1469,completed,1
1472,20102022-1472,completed,0
1475,20102022-1475,completed,0
1476,21102022-1476,completed,0
1477,21102022-1477,completed,1
1478,21102022-1478,completed,0
1479,21102022-1479,completed,0
1481,21102022-1481,completed,0
1482,21102022-1482,completed,0
1483,21102022-1483,completed,0
1485,21102022-1485,completed,0
1486,21102022-1486,completed,0
1488,21102022-1488,completed,1
1489,21102022-1489,completed,0
1490,21102022-1490,completed,0
1491,21102022-1491,completed,0
1492,21102022-1492,completed,0
1493,21102022-1493,completed,0
1494,22102022-1494,completed,0
1495,22102022-1495,completed,0
1496,22102022-1496,completed,0
1497,22102022-1497,completed,0
1498,22102022-1498,completed,0
1499,22102022-1499,completed,0
1500,22102022-1500,completed,0
1501,24102022-1501,completed,0
1503,24102022-1503,completed,0
1505,24102022-1505,completed,0
1507,24102022-1507,completed,0
1508,24102022-1508,completed,0
1509,24102022-1509,completed,0
1511,24102022-1511,completed,0
1512,24102022-1512,completed,0
1513,24102022-1513,completed,0
1514,25102022-1514,completed,0
1515,25102022-1515,completed,0
1517,25102022-1516,completed,0
1518,25102022-1518,completed,0
1519,25102022-1519,completed,0
1521,25102022-1521,completed,0
1522,25102022-1522,completed,0
1523,25102022-1523,completed,0
1525,25102022-1525,completed,0
1526,26102022-1526,completed,0
1527,26102022-1527,completed,0
1528,26102022-1528,completed,0
1529,26102022-1529,completed,0
1530,26102022-1530,completed,0
1531,26102022-1531,completed,0
1532,26102022-1532,completed,0
1533,26102022-1533,completed,0
1534,26102022-1534,completed,0
1535,26102022-1535,completed,0
1536,26102022-1536,completed,0
1540,26102022-1540,completed,0
1541,27102022-1541,completed,0
1542,27102022-1542,completed,0
1543,27102022-1543,completed,0
1544,27102022-1544,completed,0
1545,27102022-1545,completed,0
1546,27102022-1546,completed,0
1547,27102022-1547,completed,0
1548,27102022-1548,completed,0
1550,27102022-1550,completed,0
1552,27102022-1552,completed,1
1553,27102022-1553,completed,0
1554,27102022-1554,completed,0
1555,27102022-1555,completed,0
1557,28102022-1557,completed,0
1560,28102022-1560,completed,0
1561,28102022-1561,completed,0
1562,28102022-1562,completed,0
1563,28102022-1563,completed,0
1564,28102022-1564,completed,0
1565,28102022-1565,completed,0
1566,28102022-1566,completed,0
1571,29102022-1571,completed,0
1572,29102022-1572,completed,0
1573,29102022-1573,completed,0
1574,29102022-1574,completed,0
1575,29102022-1575,completed,0
1577,29102022-1577,completed,0
1578,29102022-1578,completed,0
1580,29102022-1580,completed,0
1581,29102022-1581,completed,0
1583,29102022-1582,completed,0
1585,29102022-1585,completed,0
1588,29102022-1588,completed,0
1590,29102022-1590,completed,0
1592,31102022-1592,completed,0
1598,31102022-1598,completed,0
1600,31102022-1600,completed,0
1601,31102022-1601,completed,0
1607,31102022-1607,completed,0
1608,31102022-1608,completed,0
1610,31102022-1610,completed,0
1611,31102022-1611,completed,0
1612,31102022-1612,completed,0
1613,31102022-1613,completed,0
1616,31102022-1616,completed,0
1617,01112022-1617,completed,0
1618,01112022-1618,completed,0
1620,01112022-1620,approval,0
1621,01112022-1621,completed,0
1622,01112022-1622,completed,0
1624,01112022-1624,completed,0
1625,01112022-1625,completed,0
1628,01112022-1627,completed,0
1629,01112022-1629,completed,0
1630,01112022-1630,completed,0
1631,01112022-1631,completed,0
1632,01112022-1632,completed,0
1633,02112022-1633,completed,0
1634,02112022-1634,completed,0
1635,02112022-1635,completed,0
1637,03112022-1637,completed,0
1638,03112022-1638,completed,1
1641,03112022-1641,completed,0
1642,03112022-1642,completed,0
1643,03112022-1643,completed,0
1644,03112022-1644,completed,0
1645,03112022-1645,completed,0
1646,03112022-1646,completed,0
1647,03112022-1647,completed,0
1649,03112022-1648,completed,0
1651,03112022-1651,completed,0
1653,03112022-1653,completed,0
1654,03112022-1654,completed,0
1655,03112022-1655,completed,0
1659,03112022-1659,completed,0
1661,03112022-1661,completed,0
1662,03112022-1662,completed,0
1664,04112022-1664,completed,0
1666,04112022-1666,completed,0
1667,04112022-1667,completed,0
1668,04112022-1668,completed,0
1669,04112022-1669,completed,0
1673,04112022-1673,completed,0
1674,04112022-1674,completed,0
1675,04112022-1675,completed,0
1678,05112022-1676,completed,0
1679,05112022-1679,completed,1
1680,05112022-1680,completed,0
1681,05112022-1681,completed,0
1683,05112022-1683,completed,0
1684,05112022-1684,completed,0
1685,07112022-1685,completed,0
1688,07112022-1688,completed,1
1689,07112022-1689,completed,0
1690,07112022-1690,completed,0
1691,07112022-1691,completed,0
1693,07112022-1692,completed,0
1695,08112022-1695,completed,0
1696,08112022-1696,completed,0
1699,08112022-1699,completed,0
1701,08112022-1701,completed,0
1702,09112022-1702,completed,0
1703,09112022-1703,completed,0
1704,09112022-1704,completed,1
1706,09112022-1706,completed,0
1707,09112022-1707,completed,0
1708,09112022-1708,completed,0
1710,09112022-1710,completed,0
1711,09112022-1711,completed,0
1713,09112022-1713,completed,0
1715,09112022-1715,completed,0
1716,09112022-1716,completed,0
1719,09112022-1719,completed,0
1720,09112022-1720,completed,0
1721,10112022-1721,completed,0
1722,10112022-1722,completed,0
1724,10112022-1724,completed,0
1725,10112022-1725,completed,0
1727,10112022-1727,completed,0
1728,11112022-1728,completed,0
1730,11112022-1730,completed,0
1731,11112022-1731,completed,0
1733,11112022-1733,completed,0
1734,11112022-1734,completed,0
1735,11112022-1735,completed,0
1736,11112022-1736,completed,0
1738,11112022-1738,completed,0
1739,11112022-1739,completed,0
1741,12112022-1741,completed,0
1743,12112022-1743,completed,1
1747,12112022-1747,completed,0
1748,12112022-1748,completed,0
1750,12112022-1750,completed,0
1751,12112022-1751,completed,0
1752,12112022-1752,completed,0
1758,12112022-1758,approval,0
1760,12112022-1760,completed,0
1761,14112022-1761,completed,0
1763,14112022-1763,completed,0
1764,14112022-1764,completed,0
1765,14112022-1765,completed,0
1766,14112022-1766,completed,0
1767,14112022-1767,completed,0
1768,14112022-1768,completed,0
1769,14112022-1769,completed,0
1772,14112022-1772,completed,0
1776,15112022-1776,completed,0
1781,15112022-1781,completed,0
1782,15112022-1782,completed,0
1790,15112022-1790,approval,0
1791,15112022-1791,completed,0
1792,15112022-1792,completed,0
1794,15112022-1794,completed,0
1795,15112022-1795,completed,0
1798,16112022-1798,completed,0
1799,16112022-1799,completed,0
1801,16112022-1801,completed,0
1803,16112022-1803,completed,0
1804,16112022-1804,completed,0
1806,16112022-1806,completed,0
1812,16112022-1812,completed,0
1815,16112022-1815,completed,0
1816,17112022-1816,completed,0
1818,17112022-1818,completed,0
1819,17112022-1819,completed,0
1821,18112022-1821,completed,0
1822,18112022-1822,completed,0
1826,18112022-1826,completed,0
1830,18112022-1830,completed,0
1832,18112022-1832,approval,0
1833,18112022-1833,completed,0
1834,18112022-1834,completed,0
1835,18112022-1835,completed,0
1837,18112022-1837,completed,0
1840,19112022-1840,completed,0
1841,19112022-1841,completed,0
1842,19112022-1842,completed,0
1845,19112022-1845,completed,0
1846,19112022-1846,completed,0
1847,19112022-1847,completed,0
1850,19112022-1850,completed,0
1851,19112022-1851,completed,0
1852,21112022-1852,completed,0
1853,21112022-1853,completed,0
1854,21112022-1854,completed,0
1855,21112022-1855,completed,0
1856,21112022-1856,completed,0
1857,21112022-1857,completed,0
1858,21112022-1858,completed,0
1859,21112022-1859,completed,0
1862,22112022-1862,completed,0
1863,22112022-1863,completed,0
1864,22112022-1864,completed,0
1865,22112022-1865,completed,0
1866,22112022-1866,completed,0
1867,22112022-1867,completed,0
1868,22112022-1868,completed,0
1869,22112022-1869,completed,0
1870,22112022-1870,completed,0
1872,22112022-1872,completed,0
1873,22112022-1873,completed,0
1875,23112022-1875,completed,0
1876,23112022-1876,completed,0
1878,23112022-1878,completed,0
1879,23112022-1879,completed,0
1880,23112022-1880,completed,0
1881,23112022-1881,completed,0
1882,23112022-1882,completed,1
1883,23112022-1883,completed,0
1886,24112022-1886,completed,1
1887,24112022-1887,completed,0
1888,24112022-1888,completed,0
1893,24112022-1893,approval,0
1894,25112022-1894,completed,0
1895,25112022-1895,completed,0
1897,25112022-1897,completed,0
1899,25112022-1899,completed,0
1901,25112022-1901,completed,0
1903,25112022-1903,completed,0
1904,25112022-1904,completed,0
1905,25112022-1905,completed,0
1906,25112022-1906,completed,0
1907,25112022-1907,completed,1
1908,25112022-1908,completed,0
1909,25112022-1909,completed,0
1911,26112022-1911,completed,0
1912,26112022-1912,completed,0
1913,26112022-1913,completed,0
1914,26112022-1914,completed,0
1915,26112022-1915,completed,0
1916,26112022-1916,completed,0
1918,26112022-1918,completed,0
1919,26112022-1919,completed,0
1920,28112022-1920,completed,0
1922,28112022-1922,completed,0
1923,28112022-1923,completed,0
1924,28112022-1924,completed,0
1925,28112022-1925,completed,0
1926,28112022-1926,completed,0
1927,28112022-1927,completed,0
1928,28112022-1928,completed,0
1933,29112022-1933,completed,0
1934,29112022-1934,completed,0
1935,29112022-1935,completed,0
1936,29112022-1936,completed,0
1937,30112022-1937,completed,0
1938,30112022-1938,completed,0
1939,30112022-1939,completed,0
1941,30112022-1941,completed,0
1942,30112022-1942,completed,0
1943,30112022-1943,completed,0
1945,30112022-1945,completed,0
1947,30112022-1947,completed,0
1948,30112022-1948,completed,0
1951,30112022-1951,completed,0
1952,30112022-1952,completed,0
1954,30112022-1954,completed,0
1955,01122022-1955,completed,0
1957,01122022-1957,completed,0
1958,01122022-1958,completed,0
1959,01122022-1959,completed,0
1961,01122022-1960,completed,0
1962,01122022-1962,completed,0
1963,01122022-1963,completed,0
1964,01122022-1964,completed,0
1965,01122022-1965,completed,0
1967,02122022-1966,completed,0
1969,02122022-1968,completed,0
1970,02122022-1970,completed,0
1971,02122022-1971,completed,0
1972,02122022-1972,completed,0
1973,02122022-1973,completed,0
1976,03122022-1976,completed,0
1977,03122022-1977,completed,0
1978,03122022-1978,completed,0
1979,03122022-1979,completed,0
1980,03122022-1980,approval,0
1981,03122022-1981,completed,0
1982,03122022-1982,completed,1
1984,03122022-1984,completed,0
1985,05122022-1985,completed,0
1986,05122022-1986,completed,0
1987,05122022-1987,approval,0
1988,05122022-1988,completed,0
1989,05122022-1989,completed,0
1993,05122022-1993,completed,0
1994,05122022-1994,completed,0
1995,05122022-1995,completed,0
1996,05122022-1996,completed,0
1997,05122022-1997,completed,0
1998,05122022-1998,completed,0
2000,05122022-1999,completed,0
2001,05122022-2001,completed,0
2002,05122022-2002,completed,0
2004,05122022-2004,completed,0
2005,05122022-2005,completed,0
2006,05122022-2006,review,0
2007,05122022-2007,review,0
2008,05122022-2008,completed,0
2009,06122022-2009,completed,0
2011,06122022-2011,approval,0
2012,06122022-2012,completed,0
2015,06122022-2015,approval,0
2016,06122022-2016,approval,0
2017,06122022-2017,completed,0
2018,06122022-2018,approval,0
